[28/Sep/2025:08:16:20 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/" [Client 172.17.0.1] [Length 640] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "-"
[28/Sep/2025:08:19:02 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:19:02 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:19:02 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:19:07 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:19:07 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:19:07 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:19:12 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:19:12 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:19:12 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:19:17 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:19:18 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:19:18 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:20:12 +0000] - 101 101 - GET http casaos.s4home.dpdns.org "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 172.17.0.1] [Length 19720] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "-"
[28/Sep/2025:08:21:29 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:29 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:29 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:34 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2Fmnt%2Fshrishesha4_google_drive_1759047514%2FHome+Assistant" [Client 172.17.0.1] [Length 377] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:34 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:34 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:34 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:35 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2Fmnt%2Fshrishesha4_google_drive_1759047514" [Client 172.17.0.1] [Length 395] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:39 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:39 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:39 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:44 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:44 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:44 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:45 +0000] - 200 200 - POST http casaos.s4home.dpdns.org "/v1/folder" [Client 172.17.0.1] [Length 67] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:45 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2Fmnt%2Fshrishesha4_google_drive_1759047514" [Client 172.17.0.1] [Length 432] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:45 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2F" [Client 172.17.0.1] [Length 853] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:45 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2FDATA" [Client 172.17.0.1] [Length 269] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:47 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2Fmnt%2Fshrishesha4_google_drive_1759047514%2FPortainer+Backup" [Client 172.17.0.1] [Length 101] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:49 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:49 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:49 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/sys/version" [Client 172.17.0.1] [Length 362] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:49 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:49 +0000] - 200 200 - POST http casaos.s4home.dpdns.org "/v2/casaos/file/upload" [Client 172.17.0.1] [Length 0] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:49 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2Fmnt%2Fshrishesha4_google_drive_1759047514%2FPortainer+Backup" [Client 172.17.0.1] [Length 276] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:54 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:54 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:55 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:59 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:59 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:21:59 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:01 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2Fmnt%2Fshrishesha4_google_drive_1759047514" [Client 172.17.0.1] [Length 432] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:04 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:04 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:04 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:06 +0000] - 200 200 - POST http casaos.s4home.dpdns.org "/v1/samba/shares" [Client 172.17.0.1] [Length 141] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:06 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2Fmnt%2Fshrishesha4_google_drive_1759047514" [Client 172.17.0.1] [Length 452] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:06 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2F" [Client 172.17.0.1] [Length 853] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:06 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2FDATA" [Client 172.17.0.1] [Length 269] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:09 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:09 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:09 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:12 +0000] - 200 200 - DELETE http casaos.s4home.dpdns.org "/v1/samba/shares/1" [Client 172.17.0.1] [Length 66] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:13 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2Fmnt%2Fshrishesha4_google_drive_1759047514" [Client 172.17.0.1] [Length 432] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:13 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2F" [Client 172.17.0.1] [Length 854] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:13 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/folder?path=%2FDATA" [Client 172.17.0.1] [Length 269] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:14 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v2/app_management/web/appgrid" [Client 172.17.0.1] [Length 1453] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:14 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/link" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:14 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/app_order" [Client 172.17.0.1] [Length 87] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:15 +0000] - 101 101 - GET http casaos.s4home.dpdns.org "/v2/message_bus/socket.io/?EIO=3&transport=websocket" [Client 172.17.0.1] [Length 7357] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "-"
[28/Sep/2025:08:22:41 +0000] - 304 304 - GET http casaos.s4home.dpdns.org "/" [Client 172.17.0.1] [Length 0] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "-"
[28/Sep/2025:08:22:41 +0000] - 304 304 - GET http casaos.s4home.dpdns.org "/site.webmanifest" [Client 172.17.0.1] [Length 0] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:42 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/status" [Client 172.17.0.1] [Length 91] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:42 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/wallpaper" [Client 172.17.0.1] [Length 64] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:42 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/users/current/custom/system" [Client 172.17.0.1] [Length 162] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
[28/Sep/2025:08:22:42 +0000] - 200 200 - GET http casaos.s4home.dpdns.org "/v1/sys/utilization" [Client 172.17.0.1] [Length 373] [Gzip -] [Sent-to 10.0.0.10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15" "https://casaos.s4home.dpdns.org/"
